tract_geoid,year,purch_oo_n,purch_oo_v,purch_nonoo_n,purch_nonoo_v,purch_hisp_n,purch_hisp_v,purch_hisp_inc,purch_hisp_incn,purch_nonhisp_n,purch_nonhisp_v,purch_nonhisp_inc,purch_nonhisp_incn,refi_n,refi_v,cashout_n,cashout_v,total_n,total_v
72029100103,2020,6,730000,0,0,6,730000,302,6,0,0,0,0,0,0,1,45000,7,775000
72029100103,2021,9,855000,0,0,9,855000,296,9,0,0,0,0,0,0,0,0,9,855000
72029100103,2022,3,315000,0,0,3,315000,114,3,0,0,0,0,0,0,0,0,4,370000
72029100103,2023,11,1015000,0,0,11,1015000,383,11,0,0,0,0,0,0,0,0,11,1015000
72029100103,2024,9,855000,0,0,9,855000,277,8,0,0,0,0,0,0,0,0,10,920000
72029100104,2018,1,65000,0,0,1,65000,27,1,0,0,0,0,0,0,0,0,2,130000
72029100104,2019,3,275000,0,0,3,275000,123,3,0,0,0,0,1,185000,0,0,4,460000
72029100104,2020,9,1155000,0,0,9,1155000,394,9,0,0,0,0,0,0,0,0,9,1155000
72029100104,2021,2,160000,1,75000,3,235000,129,3,0,0,0,0,1,205000,0,0,4,440000
72029100104,2022,1,95000,0,0,1,95000,33,1,0,0,0,0,0,0,0,0,1,95000
72029100104,2023,2,200000,0,0,2,200000,61,2,0,0,0,0,0,0,1,65000,3,265000
72029100104,2024,2,110000,0,0,2,110000,109,2,0,0,0,0,1,285000,0,0,3,395000
72029100200,2018,13,1295000,0,0,13,1295000,500,12,0,0,0,0,1,75000,0,0,14,1370000
72029100200,2019,30,3440000,0,0,30,3440000,1179,30,0,0,0,0,0,0,3,345000,33,3785000
72029100200,2020,21,2545000,0,0,20,2350000,866,20,1,195000,101,1,1,75000,2,140000,24,2760000
72029100200,2021,24,2570000,1,55000,25,2625000,866,25,0,0,0,0,5,505000,2,170000,32,3300000
72029100200,2022,34,4270000,1,25000,35,4295000,1849,35,0,0,0,0,2,190000,1,135000,38,4620000
72029100200,2023,10,1440000,0,0,10,1440000,496,9,0,0,0,0,0,0,0,0,10,1440000
72029100200,2024,11,1105000,2,130000,13,1235000,713,13,0,0,0,0,0,0,1,105000,14,1340000
72029100400,2018,49,8545000,0,0,49,8545000,3217,49,0,0,0,0,0,0,1,35000,50,8580000
72029100400,2019,10,1660000,0,0,10,1660000,627,10,0,0,0,0,0,0,2,300000,12,1960000
72029100400,2020,7,815000,0,0,7,815000,332,7,0,0,0,0,7,1365000,1,145000,15,2325000
72029100400,2021,13,1725000,0,0,13,1725000,629,13,0,0,0,0,6,1040000,3,265000,22,3030000
72029100400,2022,8,1690000,2,260000,10,1950000,808,10,0,0,0,0,3,435000,2,330000,15,2715000
72029100400,2023,14,2330000,0,0,14,2330000,1360,14,0,0,0,0,0,0,0,0,14,2330000
72029100400,2024,12,1740000,1,55000,13,1795000,926,13,0,0,0,0,0,0,0,0,14,1840000
72029100502,2018,9,1045000,0,0,9,1045000,399,8,0,0,0,0,1,75000,1,75000,11,1195000
72029100502,2019,9,965000,0,0,9,965000,411,9,0,0,0,0,2,210000,2,130000,13,1305000
72029100502,2020,8,850000,0,0,8,850000,328,8,0,0,0,0,3,275000,0,0,12,1210000
72029100502,2021,17,1865000,0,0,17,1865000,482,17,0,0,0,0,2,180000,1,105000,20,2150000
72029100502,2022,11,1115000,1,115000,12,1230000,570,12,0,0,0,0,0,0,0,0,12,1230000
72029100502,2023,14,1440000,1,95000,15,1535000,629,15,0,0,0,0,0,0,1,105000,16,1640000
72029100502,2024,8,930000,0,0,7,895000,362,7,0,0,0,0,0,0,1,75000,9,1005000
72029100503,2018,40,5750000,1,185000,41,5935000,2403,40,0,0,0,0,5,725000,2,170000,48,6830000
72029100503,2019,54,7830000,0,0,52,7620000,3404,51,1,95000,60,1,11,1135000,2,290000,67,9255000
72029100503,2020,40,5760000,0,0,39,5585000,2201,39,0,0,0,0,16,2990000,8,900000,65,9815000
72029100503,2021,34,5500000,0,0,33,5395000,2001,33,0,0,0,0,22,3550000,4,560000,60,9610000
72029100503,2022,40,6520000,5,635000,44,6980000,2570,44,1,175000,44,1,8,1170000,4,480000,57,8805000
72029100503,2023,84,15030000,1,225000,83,14905000,6724,81,0,0,0,0,2,380000,2,300000,89,15935000
72029100503,2024,41,9225000,1,135000,39,8265000,3322,39,1,395000,128,1,1,115000,4,1040000,47,10515000
72029100504,2018,8,1210000,0,0,8,1210000,553,8,0,0,0,0,1,165000,0,0,9,1375000
72029100504,2019,14,2160000,0,0,14,2160000,792,14,0,0,0,0,3,555000,2,270000,19,2985000
72029100504,2020,14,2610000,1,95000,15,2705000,853,15,0,0,0,0,5,855000,5,695000,25,4255000
72029100504,2021,23,4165000,0,0,23,4165000,1829,23,0,0,0,0,16,2440000,5,625000,44,7230000
72029100504,2022,10,1730000,0,0,10,1730000,763,10,0,0,0,0,5,725000,0,0,15,2455000
72029100504,2023,22,4120000,0,0,20,3820000,1579,19,1,165000,58,1,0,0,1,175000,23,4295000
72029100504,2024,19,4635000,0,0,17,4035000,1524,17,0,0,0,0,1,125000,5,975000,26,6040000
72029100601,2018,2,220000,0,0,2,220000,63,2,0,0,0,0,0,0,0,0,2,220000
72029100601,2019,4,650000,0,0,4,650000,331,4,0,0,0,0,0,0,1,65000,5,715000
72029100601,2020,12,1720000,0,0,11,1535000,514,11,0,0,0,0,1,115000,0,0,13,1835000
72029100601,2021,15,2015000,0,0,15,2015000,770,15,0,0,0,0,3,395000,0,0,18,2410000
72029100601,2022,15,1675000,0,0,15,1675000,755,15,0,0,0,0,0,0,0,0,15,1675000
72029100601,2023,7,965000,0,0,7,965000,397,7,0,0,0,0,0,0,1,165000,10,1450000
72029100601,2024,6,1300000,0,0,6,1300000,464,6,0,0,0,0,1,75000,0,0,7,1375000
72029100602,2018,4,310000,0,0,4,310000,143,4,0,0,0,0,0,0,0,0,4,310000
72029100602,2019,6,710000,0,0,6,710000,233,6,0,0,0,0,0,0,2,120000,8,830000
72029100602,2020,7,735000,0,0,7,735000,230,7,0,0,0,0,1,155000,1,75000,9,965000
72029100602,2021,6,650000,0,0,6,650000,171,6,0,0,0,0,1,185000,2,240000,9,1075000
72029100602,2022,8,1120000,0,0,8,1120000,269,7,0,0,0,0,0,0,0,0,8,1120000
72029100602,2023,3,325000,0,0,3,325000,124,3,0,0,0,0,0,0,0,0,3,325000
72029100602,2024,6,650000,0,0,6,650000,273,6,0,0,0,0,0,0,0,0,7,805000
72029100700,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,65000,0,0,1,65000
72029100700,2019,4,420000,0,0,4,420000,117,4,0,0,0,0,0,0,1,55000,5,475000
72029100700,2020,5,515000,0,0,5,515000,463,5,0,0,0,0,1,105000,0,0,6,620000
72029100700,2021,11,1795000,1,95000,11,1495000,488,11,1,395000,282,1,2,250000,1,75000,17,2435000
72029100700,2022,12,1550000,0,0,12,1550000,625,12,0,0,0,0,0,0,0,0,13,1595000
72029100700,2023,5,685000,0,0,5,685000,235,5,0,0,0,0,0,0,0,0,5,685000
72029100700,2024,3,545000,1,65000,4,610000,417,4,0,0,0,0,0,0,0,0,4,610000
72029100800,2018,2,180000,0,0,2,180000,75,2,0,0,0,0,0,0,0,0,2,180000
72029100800,2019,0,0,2,170000,2,170000,76,2,0,0,0,0,0,0,1,65000,3,235000
72029100800,2020,6,770000,0,0,6,770000,345,6,0,0,0,0,0,0,0,0,6,770000
72029100800,2021,2,180000,0,0,2,180000,47,2,0,0,0,0,1,85000,0,0,3,265000
72029100800,2022,11,1455000,0,0,10,1180000,576,10,1,275000,211,1,1,95000,0,0,12,1550000
72029100800,2023,5,505000,2,250000,7,755000,824,7,0,0,0,0,0,0,0,0,7,755000
72029100800,2024,9,955000,0,0,9,955000,373,9,0,0,0,0,0,0,0,0,9,955000
72031050105,2018,3,345000,2,90000,5,435000,228,5,0,0,0,0,0,0,2,180000,7,615000
72031050105,2019,6,530000,0,0,6,530000,207,4,0,0,0,0,1,95000,0,0,7,625000
72031050105,2020,7,795000,1,135000,8,930000,408,7,0,0,0,0,3,245000,1,115000,12,1290000
72031050105,2021,7,675000,0,0,7,675000,227,6,0,0,0,0,1,75000,0,0,9,815000
72031050105,2022,17,1615000,1,105000,18,1720000,1053,17,0,0,0,0,2,250000,0,0,20,1970000
72031050105,2023,8,590000,0,0,8,590000,259,8,0,0,0,0,0,0,2,140000,10,730000
72031050105,2024,4,330000,2,160000,6,490000,384,6,0,0,0,0,0,0,1,85000,7,575000
72031050106,2018,11,1645000,25,3635000,32,4590000,4914,31,2,250000,384,2,1,195000,1,85000,38,5560000
72031050106,2019,9,1885000,25,4025000,27,4855000,4673,26,5,795000,1225,5,0,0,1,95000,35,6005000
72031050106,2020,3,665000,13,2305000,15,2785000,2140,14,0,0,0,0,3,735000,5,1065000,24,4770000
72031050106,2021,9,1895000,22,5380000,26,5850000,4604,26,4,1150000,1467,4,11,1885000,6,1220000,49,10575000
72031050106,2022,6,1650000,9,1585000,14,3100000,2572,13,1,135000,119,1,1,185000,2,230000,19,3725000
72031050106,2023,18,4420000,16,4180000,24,5470000,3420,24,5,1645000,859,5,0,0,0,0,34,8600000
72031050106,2024,17,3425000,12,3480000,25,5135000,4278,25,4,1770000,1346,4,0,0,1,275000,31,7575000
72031050107,2018,13,2375000,16,2670000,22,3710000,3598,22,5,815000,933,5,5,1265000,0,0,34,6310000
72031050107,2019,21,4285000,11,1655000,27,4955000,3060,27,3,525000,464,3,1,265000,0,0,33,6205000
72031050107,2020,14,2980000,5,895000,16,3300000,2524,16,1,225000,94,1,6,1330000,3,715000,28,5920000
72031050107,2021,33,6305000,17,3655000,46,8840000,6296,46,1,235000,122,1,21,4275000,7,1595000,78,15830000
72031050107,2022,19,5025000,10,2780000,24,5940000,3358,24,4,1540000,1283,4,6,1380000,2,590000,38,9930000
72031050107,2023,31,7205000,18,3720000,45,10285000,6816,43,2,290000,315,2,1,125000,2,180000,52,11230000
72031050107,2024,41,11015000,11,2065000,44,10800000,6690,43,7,2005000,984,7,0,0,2,580000,55,13965000
72031050110,2018,9,1395000,2,190000,10,1520000,933,10,0,0,0,0,1,85000,0,0,12,1670000
72031050110,2019,11,1405000,3,495000,12,1560000,937,12,1,135000,412,1,0,0,3,205000,18,2210000
72031050110,2020,11,1065000,3,385000,12,1280000,570,12,0,0,0,0,2,210000,1,85000,17,1745000
72031050110,2021,19,2165000,1,75000,19,2165000,823,19,1,75000,265,1,5,675000,1,105000,28,3220000
72031050110,2022,9,1055000,4,370000,12,1340000,623,12,1,85000,112,1,2,220000,0,0,15,1645000
72031050110,2023,16,1960000,1,125000,16,1960000,952,16,0,0,0,0,2,210000,3,265000,22,2560000
72031050110,2024,1,45000,2,230000,2,150000,160,2,1,125000,89,1,0,0,2,230000,6,570000
72031050111,2018,4,690000,7,1305000,9,1655000,2029,8,1,255000,316,1,2,460000,1,155000,14,2610000
72031050111,2019,12,2890000,10,1830000,17,3585000,1949,15,2,290000,274,2,1,275000,1,155000,24,5150000
72031050111,2020,6,1110000,4,620000,9,1555000,1185,8,0,0,0,0,2,570000,1,305000,14,2760000
72031050111,2021,22,4370000,5,975000,25,4065000,2033,25,1,845000,147,1,6,1030000,0,0,34,6630000
72031050111,2022,7,1685000,5,1135000,10,2100000,1300,10,1,235000,92,1,1,155000,1,85000,14,3060000
72031050111,2023,20,3220000,5,705000,23,3235000,2833,23,1,485000,157,1,0,0,1,105000,28,4340000
72031050111,2024,32,5050000,7,2025000,35,5945000,3318,35,1,295000,145,1,1,155000,3,355000,43,7585000
72031050112,2018,30,5270000,24,2500000,45,6745000,4260,44,1,85000,85,1,4,700000,2,200000,60,8670000
72031050112,2019,39,5885000,18,2360000,49,6975000,4963,47,6,1010000,535,6,4,760000,5,455000,67,9535000
72031050112,2020,40,6300000,13,1935000,51,7925000,5668,51,0,0,0,0,19,3345000,7,865000,79,12445000
72031050112,2021,36,6170000,21,3645000,47,7265000,5128,46,5,1215000,506,5,26,4750000,7,1425000,91,16065000
72031050112,2022,4,1290000,1,155000,3,825000,343,3,1,155000,58,1,0,0,1,235000,7,1885000
72031050112,2023,6,1460000,2,630000,6,1370000,1059,6,2,720000,295,2,0,0,0,0,8,2090000
72031050112,2024,2,1250000,3,1255000,4,1830000,4041,4,1,675000,385,1,0,0,1,285000,6,2790000
72031050113,2022,30,5040000,19,2535000,40,5720000,5259,39,3,965000,1761,3,8,1700000,1,115000,59,9485000
72031050113,2023,29,5705000,21,4005000,42,8260000,6224,41,4,540000,786,4,3,315000,2,450000,55,10475000
72031050113,2024,22,4300000,16,3730000,33,6625000,5564,33,1,385000,417,1,0,0,4,620000,44,8850000
72031050211,2018,9,1705000,0,0,9,1705000,813,9,0,0,0,0,2,150000,1,85000,12,1940000
72031050211,2019,15,1705000,0,0,15,1705000,601,15,0,0,0,0,4,320000,1,55000,20,2080000
72031050211,2020,13,2415000,0,0,12,2100000,820,12,0,0,0,0,3,345000,0,0,16,2760000
72031050211,2021,17,2525000,2,330000,18,2640000,915,18,0,0,0,0,2,200000,1,315000,22,3370000
72031050211,2022,12,1320000,2,410000,14,1730000,1288,14,0,0,0,0,0,0,2,260000,16,1990000
72031050211,2023,14,2930000,1,115000,15,3045000,1732,15,0,0,0,0,1,195000,0,0,18,3410000
72031050211,2024,14,2110000,3,805000,16,2680000,1290,15,1,235000,113,1,0,0,2,120000,19,3035000
72031050212,2018,7,765000,0,0,7,765000,213,7,0,0,0,0,1,95000,1,125000,9,985000
72031050212,2019,21,2445000,1,55000,22,2500000,1119,20,0,0,0,0,2,190000,2,140000,26,2830000
72031050212,2020,14,1550000,1,5125000,14,1550000,630,14,0,0,0,0,4,530000,0,0,19,7205000
72031050212,2021,42,4930000,2,170000,43,4935000,1737,43,0,0,0,0,11,1195000,1,115000,56,6410000
72031050212,2022,34,3950000,0,0,34,3950000,1485,33,0,0,0,0,3,345000,4,390000,41,4685000
72031050212,2023,22,3180000,3,375000,23,3365000,1627,23,1,75000,141,1,0,0,2,190000,27,3745000
72031050212,2024,38,5110000,1,95000,37,4855000,2041,36,2,350000,116,2,1,105000,1,165000,41,5475000
72031050221,2018,26,3750000,1,75000,27,3825000,1622,27,0,0,0,0,6,540000,0,0,34,4440000
72031050221,2019,20,2720000,1,205000,21,2925000,1467,20,0,0,0,0,3,405000,2,470000,27,3895000
72031050221,2020,14,2180000,1,75000,15,2255000,1009,14,0,0,0,0,8,1190000,2,250000,26,4120000
72031050221,2021,20,3820000,2,260000,20,3750000,2037,19,1,155000,90,1,9,2005000,5,465000,36,6550000
72031050221,2022,22,3770000,3,265000,24,3610000,1682,24,1,425000,338,1,1,105000,2,150000,29,4345000
72031050221,2023,15,1945000,4,450000,18,2200000,1002,18,1,195000,161,1,0,0,2,230000,23,3205000
72031050221,2024,11,1495000,2,160000,11,1265000,760,11,2,390000,296,2,0,0,2,140000,16,3520000
72031050222,2018,11,1215000,0,0,11,1215000,458,11,0,0,0,0,1,235000,0,0,12,1450000
72031050222,2019,32,3700000,1,125000,33,3825000,1598,33,0,0,0,0,5,16225000,2,120000,40,20170000
72031050222,2020,16,2120000,0,0,16,2120000,787,15,0,0,0,0,2,270000,1,75000,19,2465000
72031050222,2021,24,2890000,0,0,24,2890000,1027,24,0,0,0,0,2,240000,2,200000,28,3330000
72031050222,2022,22,2530000,1,45000,22,2510000,1075,22,0,0,0,0,1,85000,0,0,24,2660000
72031050222,2023,11,1445000,0,0,11,1445000,696,11,0,0,0,0,0,0,2,430000,14,1980000
72031050222,2024,21,4335000,4,750000,21,3735000,2129,21,3,1035000,653,3,1,75000,1,155000,27,5315000
72031050231,2018,8,750000,2,140000,10,890000,608,10,0,0,0,0,0,0,1,85000,11,975000
72031050231,2019,6,610000,1,75000,7,685000,354,7,0,0,0,0,2,360000,0,0,10,1110000
72031050231,2020,4,400000,0,0,4,400000,177,4,0,0,0,0,2,150000,0,0,6,550000
72031050231,2021,9,975000,1,75000,10,1050000,391,10,0,0,0,0,0,0,2,180000,12,1230000
72031050231,2022,11,1365000,0,0,9,1085000,372,9,1,125000,51,1,0,0,0,0,11,1365000
72031050231,2023,6,620000,1,105000,7,725000,433,7,0,0,0,0,0,0,1,425000,9,1255000
72031050231,2024,12,1640000,0,0,12,1640000,617,12,0,0,0,0,0,0,0,0,12,1640000
72031050232,2018,6,580000,1,75000,7,655000,240,7,0,0,0,0,1,95000,3,225000,11,975000
72031050232,2019,10,870000,2,180000,11,935000,465,11,0,0,0,0,2,180000,0,0,14,1230000
72031050232,2020,15,1645000,0,0,15,1645000,609,15,0,0,0,0,1,125000,1,65000,17,1835000
72031050232,2021,19,2435000,3,245000,22,2680000,1298,22,0,0,0,0,4,400000,3,285000,29,3365000
72031050232,2022,16,1950000,3,205000,17,1985000,703,17,0,0,0,0,2,240000,3,225000,24,2620000
72031050232,2023,30,3680000,3,275000,32,3870000,1761,31,0,0,0,0,1,115000,4,400000,38,4470000
72031050232,2024,18,2610000,0,0,18,2610000,871,17,0,0,0,0,0,0,3,375000,22,3110000
72031050241,2018,19,2185000,0,0,18,1870000,669,18,1,315000,188,1,1,85000,1,75000,21,2345000
72031050241,2019,16,1780000,0,0,16,1780000,603,14,0,0,0,0,1,95000,2,120000,19,1995000
72031050241,2020,12,1530000,1,35000,13,1565000,682,13,0,0,0,0,2,250000,2,180000,17,1995000
72031050241,2021,18,2160000,1,65000,18,2040000,590,17,0,0,0,0,5,515000,4,360000,28,3100000
72031050241,2022,24,2770000,2,150000,26,2920000,1231,25,0,0,0,0,4,370000,3,305000,33,3595000
72031050241,2023,30,3150000,2,240000,32,3390000,1558,32,0,0,0,0,0,0,2,170000,34,3560000
72031050241,2024,24,3160000,0,0,24,3160000,1085,22,0,0,0,0,0,0,2,320000,26,3480000
72031050242,2018,14,1670000,0,0,14,1670000,848,14,0,0,0,0,2,210000,0,0,16,1880000
72031050242,2019,13,1335000,0,0,13,1335000,393,13,0,0,0,0,1,95000,1,105000,16,1620000
72031050242,2020,19,2055000,1,45000,19,2055000,695,18,1,45000,78,1,7,635000,2,150000,29,2885000
72031050242,2021,20,2430000,0,0,20,2430000,934,20,0,0,0,0,5,415000,2,260000,27,3105000
72031050242,2022,20,2580000,1,125000,21,2705000,1244,21,0,0,0,0,0,0,2,200000,23,2905000
72031050242,2023,27,3415000,3,325000,30,3740000,1677,30,0,0,0,0,0,0,1,105000,31,3845000
72031050242,2024,17,1995000,0,0,17,1995000,688,17,0,0,0,0,0,0,2,200000,19,2195000
72031050302,2018,10,850000,1,25000,11,875000,350,11,0,0,0,0,1,65000,1,145000,13,1085000
72031050302,2019,4,400000,0,0,4,400000,184,4,0,0,0,0,1,105000,1,95000,6,600000
72031050302,2020,8,680000,0,0,8,680000,264,8,0,0,0,0,5,515000,0,0,13,1195000
72031050302,2021,14,1400000,3,325000,16,1610000,612,16,0,0,0,0,3,305000,0,0,20,2030000
72031050302,2022,10,1130000,3,265000,12,1230000,713,11,0,0,0,0,0,0,1,95000,14,1490000
72031050302,2023,6,870000,1,65000,7,935000,377,7,0,0,0,0,0,0,0,0,8,1010000
72031050302,2024,13,1435000,0,0,13,1435000,569,13,0,0,0,0,0,0,0,0,13,1435000
72031050311,2018,16,1550000,1,75000,17,1625000,676,16,0,0,0,0,3,325000,1,95000,21,2045000
72031050311,2019,19,2085000,0,0,19,2085000,788,19,0,0,0,0,2,260000,0,0,21,2345000
72031050311,2020,10,1140000,1,75000,11,1215000,529,11,0,0,0,0,5,605000,2,190000,18,2010000
72031050311,2021,13,1525000,1,105000,14,1630000,771,14,0,0,0,0,7,775000,3,295000,24,2700000
72031050311,2022,23,2645000,0,0,22,2520000,1013,22,0,0,0,0,0,0,1,95000,24,2740000
72031050311,2023,11,1195000,0,0,11,1195000,568,10,0,0,0,0,0,0,0,0,11,1195000
72031050311,2024,18,2380000,1,145000,19,2525000,1150,19,0,0,0,0,0,0,1,155000,20,2680000
72031050321,2018,6,600000,1,65000,7,665000,241,7,0,0,0,0,1,85000,2,160000,10,910000
72031050321,2019,16,1720000,1,75000,17,1795000,667,17,0,0,0,0,0,0,1,135000,19,1965000
72031050321,2020,15,1655000,1,85000,16,1740000,707,16,0,0,0,0,3,305000,2,220000,21,2265000
72031050321,2021,4,490000,0,0,4,490000,239,4,0,0,0,0,6,610000,0,0,12,1300000
72031050321,2022,7,755000,2,200000,9,955000,598,9,0,0,0,0,1,115000,3,245000,13,1315000
72031050321,2023,17,2215000,0,0,17,2215000,795,17,0,0,0,0,1,55000,0,0,18,2270000
72031050321,2024,8,940000,0,0,8,940000,348,8,0,0,0,0,0,0,0,0,8,940000
72031050331,2018,3,225000,0,0,3,225000,102,3,0,0,0,0,1,105000,1,65000,5,395000
72031050331,2019,8,840000,1,205000,9,1045000,459,9,0,0,0,0,0,0,0,0,9,1045000
72031050331,2020,8,1170000,1,65000,9,1235000,404,9,0,0,0,0,2,200000,0,0,11,1435000
72031050331,2021,6,780000,0,0,6,780000,304,6,0,0,0,0,0,0,1,105000,7,885000
72031050331,2022,7,805000,0,0,7,805000,275,7,0,0,0,0,1,105000,1,105000,9,1015000
72031050331,2023,9,1105000,2,260000,11,1365000,713,11,0,0,0,0,0,0,1,95000,13,1555000
72031050331,2024,9,1235000,0,0,8,960000,340,8,0,0,0,0,1,175000,1,185000,11,1595000
72031050341,2018,7,785000,0,0,7,785000,241,6,0,0,0,0,1,95000,2,160000,10,1040000
72031050341,2019,16,1670000,1,75000,17,1745000,580,15,0,0,0,0,0,0,2,170000,19,1915000
72031050341,2020,6,620000,1,115000,6,620000,255,6,1,115000,86,1,2,190000,0,0,9,925000
72031050341,2021,13,1365000,0,0,13,1365000,474,12,0,0,0,0,1,125000,0,0,14,1490000
72031050341,2022,16,1700000,0,0,16,1700000,794,16,0,0,0,0,2,210000,3,265000,21,2175000
72031050341,2023,15,1605000,0,0,15,1605000,579,15,0,0,0,0,0,0,0,0,16,1700000
72031050341,2024,12,1380000,1,395000,13,1775000,897,12,0,0,0,0,0,0,2,170000,17,2185000
72031050403,2018,59,8575000,2,260000,60,8680000,4295,60,0,0,0,0,7,935000,1,105000,70,10080000
72031050403,2019,67,11765000,5,355000,70,11770000,5589,70,2,350000,228,2,4,340000,5,15965000,82,28480000
72031050403,2020,50,8170000,2,300000,49,7915000,3186,46,2,450000,120,2,14,1650000,4,520000,70,10640000
72031050403,2021,55,7425000,2,160000,50,6560000,3082,50,3,505000,293,3,28,4180000,5,635000,90,12400000
72031050403,2022,14,1260000,0,0,14,1260000,480,14,0,0,0,0,1,95000,1,75000,17,1535000
72031050403,2023,24,3030000,0,0,24,3030000,1481,23,0,0,0,0,0,0,0,0,24,3030000
72031050403,2024,11,1665000,1,225000,12,1890000,1135,10,0,0,0,0,1,85000,2,260000,15,2235000
72031050404,2018,10,1030000,0,0,9,855000,715,9,0,0,0,0,2,210000,0,0,12,1240000
72031050404,2019,12,1870000,0,0,12,1870000,864,12,0,0,0,0,1,135000,2,250000,15,2255000
72031050404,2020,11,1175000,0,0,11,1175000,594,11,0,0,0,0,4,510000,0,0,15,1685000
72031050404,2021,19,2315000,1,85000,17,1975000,978,17,3,425000,162,3,14,1810000,0,0,34,4210000
72031050404,2022,13,1405000,6,490000,19,1895000,1176,19,0,0,0,0,4,620000,1,105000,24,2620000
72031050404,2023,14,2070000,1,105000,15,2175000,1536,13,0,0,0,0,0,0,1,65000,16,2240000
72031050404,2024,19,3435000,4,250000,21,3545000,1865,19,1,75000,50,1,1,55000,0,0,25,3915000
72031050405,2022,41,7085000,6,830000,41,6955000,3629,41,3,535000,251,3,7,1185000,3,325000,57,9425000
72031050405,2023,29,4905000,5,785000,33,5485000,3583,32,1,205000,109,1,0,0,2,270000,36,5960000
72031050405,2024,35,6575000,2,270000,36,6560000,3230,33,0,0,0,0,0,0,2,340000,40,7370000
72031050503,2018,12,850000,0,0,12,850000,353,12,0,0,0,0,1,45000,1,85000,14,980000
72031050503,2019,17,1355000,0,0,17,1355000,674,17,0,0,0,0,0,0,1,55000,18,1410000
72031050503,2020,11,885000,1,55000,12,940000,394,11,0,0,0,0,4,410000,1,65000,17,1415000
72031050503,2021,19,1935000,1,65000,19,1915000,683,16,0,0,0,0,5,365000,1,105000,27,2545000
72031050503,2022,22,2430000,2,160000,24,2590000,1132,24,0,0,0,0,3,255000,3,535000,31,3445000
72031050503,2023,23,2225000,3,265000,26,2490000,1310,25,0,0,0,0,0,0,0,0,26,2490000
72031050503,2024,19,2015000,1,75000,19,1955000,954,19,1,135000,81,1,0,0,1,95000,21,2185000
72031050504,2018,15,1825000,3,365000,18,2190000,962,17,0,0,0,0,2,230000,2,210000,23,2715000
72031050504,2019,22,2810000,2,150000,23,2855000,1196,21,1,105000,303,1,2,200000,5,315000,31,3475000
72031050504,2020,18,2340000,1,95000,19,2435000,1012,19,0,0,0,0,10,1460000,3,285000,32,4180000
72031050504,2021,68,9420000,2,200000,69,9435000,3384,66,0,0,0,0,12,1600000,10,1140000,92,12360000
72031050504,2022,22,2840000,0,0,22,2840000,1153,22,0,0,0,0,3,285000,2,270000,27,3395000
72031050504,2023,19,2355000,0,0,18,2170000,730,17,1,185000,78,1,0,0,0,0,21,2465000
72031050504,2024,18,2230000,2,280000,20,2510000,1271,20,0,0,0,0,0,0,1,105000,21,2615000
72031050505,2018,32,3940000,1,65000,32,3900000,1784,32,1,105000,45,1,5,555000,2,170000,40,4730000
72031050505,2019,33,3595000,2,270000,34,3650000,1507,34,1,215000,300,1,4,560000,3,475000,43,4955000
72031050505,2020,36,4520000,1,105000,37,4625000,2081,35,0,0,0,0,8,770000,3,235000,48,5630000
72031050505,2021,58,7070000,6,510000,60,7030000,3046,60,2,360000,231,2,12,1630000,5,585000,81,9795000
72031050505,2022,20,3170000,1,65000,21,3235000,1536,20,0,0,0,0,2,200000,1,215000,24,3650000
72031050505,2023,15,1905000,1,65000,16,1970000,860,15,0,0,0,0,0,0,0,0,16,1970000
72031050505,2024,10,1360000,1,145000,11,1505000,642,10,0,0,0,0,0,0,0,0,12,1610000
72031050506,2022,29,4165000,2,150000,29,4015000,2022,29,1,145000,189,1,3,325000,1,45000,35,4685000
72031050506,2023,20,2940000,1,115000,21,3055000,1024,20,0,0,0,0,1,105000,2,190000,25,3455000
72031050506,2024,19,2435000,0,0,19,2435000,957,18,0,0,0,0,0,0,1,65000,22,2660000
72031050600,2018,17,1875000,0,0,16,1710000,686,15,1,165000,56,1,3,555000,2,260000,22,2690000
72031050600,2019,15,1535000,1,45000,16,1580000,557,16,0,0,0,0,4,530000,4,310000,24,2420000
72031050600,2020,14,1650000,0,0,13,1515000,405,12,1,135000,35,1,6,1050000,2,300000,22,3000000
72031050600,2021,30,4110000,0,0,30,4110000,1236,30,0,0,0,0,4,570000,2,260000,37,5025000
72031050600,2022,30,4210000,2,200000,31,4215000,1460,31,1,195000,50,1,3,285000,2,370000,37,5065000
72031050600,2023,21,2485000,3,535000,24,3020000,1382,22,0,0,0,0,2,230000,1,75000,29,3455000
72031050600,2024,20,3220000,0,0,18,2890000,1099,17,1,155000,119,1,0,0,2,290000,22,3510000
72031050700,2018,4,320000,2,260000,6,580000,1444,6,0,0,0,0,0,0,2,90000,8,670000
72031050700,2019,1,55000,2,250000,2,130000,160,2,0,0,0,0,0,0,0,0,3,305000
72031050700,2021,8,870000,1,95000,7,745000,393,7,1,95000,59,1,3,205000,0,0,12,1170000
72031050700,2022,1,85000,1,75000,2,160000,75,2,0,0,0,0,0,0,0,0,2,160000
72031050700,2023,8,790000,0,0,8,790000,300,8,0,0,0,0,1,155000,0,0,9,945000
72031050700,2024,18,1440000,0,0,17,1265000,637,17,1,175000,127,1,2,310000,0,0,20,1750000
